submissionID,studyCountry,stud_adm1,lond_stud_adm1,lat_stud_adm1,studyCity,studyLon,studyLat,birthCountry,countryID,birthCity,contactCountry,cont_adm1,long_cont_adm1,lat_cont_adm1,contactCity,contactLon,contactLat,weight	
SInt-AAU-Ytk-023-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Maekel Region,Sudan,Khartoum,32.9823,15.7338,Khartoum,32.54065604,15.57790946,1	
SInt-AAU-Bhy-037-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Eritrea,Maekel,38.9679,14.858,Adi Quala,38.833557,14.633798,4	
SInt-AAU-Ytk-001-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,USA,Maryland,-77.0454,39.3874,Maryland,-76.62767362,39.29008521,3	
SInt-AAU-Sgt-003-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Russia,Moskva,37.6188,55.7177,Moscow,37.61595328,55.74733301,1	
SInt-AAU-Sgt-012-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,USA,Nevada,-117.02,39.4299,Las Vegas,-115.148516,36.1672559,1	
SInt-AAU-Ytk-019-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Australia,New South Wales,146.781,-32.4751,Sydney,151.2164539,-33.8548157,4	
SInt-AAU-Ytk-004-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Northern Region,USA,New York,-75.3242,43.1988,New York,-74.0060152,40.7127281,1	
SInt-AAU-Sgt-005-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,Netherlands,Noord-Holland,4.89736,52.5748,Amsterdam,4.8936041,52.3727598,1	
SInt-AAU-Ytk-009-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Germany,Nordrhein-Westfalen,7.65708,51.6146,Bonn,7.10066,50.735851,1	
SInt-AAU-Bhy-026-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,USA,North Carolina,-78.866,35.6152,Charlotte,-80.8430827,35.2272086,1	
SInt-AAU-Bhy-006-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Gash-Barka,Canada,Ontario,-84.7943,50.5244,Toronto,-79.3839347,43.6534817,4	
SInt-AAU-Ytk-037-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Norway,Oslo,10.6419,60.0237,Oslo,10.7389701,59.9133301,3	
SInt-AAU-Sgt-015-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,France,Paris,2.34347,48.8594,Paris,2.3514616,48.8566969,1	
SInt-AAU-Bhy-007-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Gash-Barka,USA,Pennsylvania,-77.6094,40.8601,Philadelphia,-75.1635262,39.9527237,1	
SInt-AAU-Ytk-003-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Italy,Roma,12.7308,41.965,Rome,12.4829321,41.8933203,3	
SInt-AAU-Bhy-036-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Anseba,Eritrea,Semenawi Keyih Bahri,37.9175,16.6263,Keren,38.453606,15.780477,2	
SInt-AAU-Sgt-027-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Anseba,Sweden,Stockholm,17.8652,59.3659,Stockholm,18.0710935,59.3251172,4	
SInt-AAU-Bhy-032-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Israel,Tel Aviv,34.8091,32.0966,Tel Aviv,34.7818064,32.0852997,6	
SInt-AAU-Ytk-012-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,USA,Texas,-98.7607,31.131,Texas,-99.5120986,31.8160381,2	
SInt-AAU-Sgt-036-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,Norway,Vest-Agder,7.30897,58.4481,Kristiansand,7.964961237,58.1301855,1	
SInt-AAU-Sgt-031-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,Australia,Victoria,144.75,-37.0082,Melbourne,144.9631608,-37.8142176,2	
SInt-AAU-Sgt-028-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,USA,Virginia,-78.2431,37.7403,Virginia,-78.4927721,37.1232245,1	
SInt-AAU-Ytk-023-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Maekel Region,UK,Westminster,-0.161651,51.5115,London,-0.1276474,51.5073219,6	
SInt-AAU-HAG-001-ET,Ethiopia,Afar,41.0236,12.1232,Afar - Asayata,41.438675,11.565831,Eritrea,3,Southern Region,Ethiopia,Afar,41.0236,12.1232,Afar Region,41.00809889,11.67689135,1	
SInt-AAU-HAG-026-ET,Ethiopia,Afar,41.0236,12.1232,Afar - Asayata,41.438675,11.565831,Eritrea,3,Southern Region,USA,California,-119.591,36.7496,Los Angeles,-118.242766,34.0536909,1	
SInt-AAU-HTA-010-ET,Ethiopia,Afar,41.0236,12.1232,Afar - Asayata,41.438675,11.565831,Eritrea,3,Other Region,USA,Illinois,-89.1991,39.946,Chicago,-87.6244212,41.8755616,1	
SInt-AAU-AHA-001-ET,Ethiopia,Afar,41.0236,12.1232,Afar - Asayata,41.438663,11.565831,Eritrea,3,Southern Region,USA,Massachusetts,-71.9993,42.3739,Boston,-71.0582912,42.3602534,1	
SInt-AAU-HTA-002-ET,Ethiopia,Afar,41.0236,12.1232,Afar - Asayata,41.438675,11.565831,Eritrea,3,Other Region,USA,Ohio,-82.6719,40.0924,Columbus,-82.99306958,39.96629194,2	
SInt-FIERI-YSH-153-ITA,Italy,Catania,14.969,37.5882,Catania,15.08953247,37.50376503,Eritrea,3,Debub Region,Ethiopia,Addis Ababa,38.7815,8.966,Addis Ababa,38.7612525,9.0107934,1	
SInt-FIERI-YSH-153-ITA,Italy,Catania,14.969,37.5882,Catania,15.08953247,37.50376503,Eritrea,3,Debub Region,Uganda,Kampala,32.6048,0.360019,Kampala,32.5813539,0.3177137,1	
SInt-FIERI-YSH-173-ITA,Italy,Catania,14.969,37.5882,Catania,15.08953247,37.50376503,Eritrea,3,Debub Region,Switzerland,Ticino,8.79019,46.3604,Bellinzona,9.023278623,46.19160525,1	
SInt-FIERI-YSH-173-ITA,Italy,Catania,14.969,37.5882,Catania,15.08953247,37.50376503,Eritrea,3,Debub Region,Switzerland,ZÃ¼rich,8.6609,47.4297,Zurich,8.5410422,47.3744489,1	
SInt-FIERI-YSH-131-ITA,Italy,Milano,9.1154,45.442,Milan,9.183409663,45.46699671,Eritrea,3,Debub Region,Ethiopia,Addis Ababa,38.7815,8.966,Addis Ababa,38.7612525,9.0107934,1	
SInt-FIERI-YSH-163-ITA,Italy,Milano,9.1154,45.442,Milan,9.183409663,45.46699671,Eritrea,3,Debub Region,Netherlands,Noord-Holland,4.89736,52.5748,Amsterdam,4.8936041,52.3727598,1	
SInt-FIERI-YSH-163-ITA,Italy,Milano,9.1154,45.442,Milan,9.183409663,45.46699671,Eritrea,3,Debub Region,Switzerland,Vaud,6.5118,46.6204,Lausanne,6.620902772,46.51752802,1	
SInt-FIERI-YSH-163-ITA,Italy,Milano,9.1154,45.442,Milan,9.183409663,45.46699671,Eritrea,3,Debub Region,Switzerland,ZÃ¼rich,8.6609,47.4297,Zurich,8.5410422,47.3744489,1	
SInt-FIERI-YSH-181-ITA,Italy,Parma,10.04,44.6355,Parma,10.32711337,44.80122418,Eritrea,3,Debub Region,Canada,Alberta,-115,55.2816,Calgary,-114.065465,51.0460954,1	
SInt-FIERI-YSH-181-ITA,Italy,Parma,10.04,44.6355,Parma,10.32711337,44.80122418,Eritrea,3,Debub Region,Eritrea,Anseba,39.0563,15.2792,Asmara,38.9326763,15.3389667,1	
SInt-FIERI-YSH-158-ITA,Italy,Rieti,12.9445,42.3382,Rieti,12.86022499,42.40756336,Eritrea,3,Debub Region,Norway,Vest-Agder,7.30897,58.4481,Kristiansand,7.964961237,58.1301855,1	
SInt-FIERI-YSH-155-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,United Arab Emirates,Abu Dhabi,54.0817,23.5238,Abu Dhabi,54.3774014,24.4538352,1	
SInt-FIERI-YSH-175-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Ethiopia,Addis Ababa,38.7815,8.966,Addis Ababa,38.7612525,9.0107934,12	
SInt-FIERI-YSH-159-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Norway,Akershus,11.2222,60.1365,Lillestrom,11.04877965,59.95655401,1	
SInt-FIERI-YSH-112-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Egypt,Al Qahirah,31.5788,29.9801,Cairo,31.24902248,30.05086615,1	
SInt-FIERI-YSH-149-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Canada,Alberta,-115,55.2816,Alberta,-114.9044171,56.53801207,6	
SInt-FIERI-YSH-118-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Italy,Ancona,13.1128,43.5383,Ancona,13.21879061,43.4801204,1	
SInt-FIERI-YSH-179-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,Eritrea,Anseba,39.0563,15.2792,Asmara,38.9326763,15.3389667,2	
SInt-FIERI-YSH-151-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Belgium,Antwerp,4.72122,51.2485,Antwerpen,4.3997081,51.2211097,2	
SInt-FIERI-YSH-170-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Saudi Arabia,Ar Riyad,45.1404,23.3432,Riyadh,46.7160104,24.638916,3	
SInt-FIERI-YSH-121-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,USA,Arizona,-111.935,34.3046,Arizona,-112.1659424,33.90317565,1	
SInt-FIERI-YSH-104-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Germany,Baden-WÃ¼rttemberg,9.00328,48.59,Ulm,9.985009101,48.39776275,1	
SInt-FIERI-YSH-105-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Germany,Berlin,13.4213,52.5131,Berlin,13.3888599,52.5170365,3	
SInt-FIERI-YSH-111-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Switzerland,Bern,7.65026,46.7988,Bern,7.449432948,46.94823494,2	
SInt-FIERI-YSH-177-ITA,Italy,Roma,12.7308,41.965,Fonte Nuova,12.48317519,41.89861642,Eritrea,3,Northern Region,UK,Birmingham,-1.81614,52.4782,Birmingham,-1.893930997,52.48155053,2	
SInt-FIERI-YSH-196-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,Italy,Bologna,11.4149,44.3949,Bologna,11.3430308,44.4937577,1	
SInt-FIERI-YSH-125-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Canada,British Columbia,-124.662,54.6943,Vancouver,-123.1139529,49.2608724,1	
SInt-FIERI-YSH-137-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Belgium,Brussels,4.36266,50.8332,Brussels,4.359779196,50.84373495,1	
SInt-FIERI-YSH-152-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,USA,California,-119.591,36.7496,California,-118.755997,36.7014631,3	
SInt-FIERI-YSH-133-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,South Sudan,Central Equatoria,31.2854,4.68142,Juba,31.57409635,4.860687786,1	
SInt-FIERI-YSH-110-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Italy,Crotene,16.9491,39.1644,Crotone,17.12681145,39.0801487,1	
SInt-FIERI-YSH-188-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Sweden,Dalarna,14.4404,60.814,Mora,14.5431333,61.0082091,1	
SInt-FIERI-YSH-113-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,USA,District of Columbia,-77.0113,38.8922,Washington DC,-77.0365427,38.8950368,2	
SInt-FIERI-YSH-104-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Switzerland,GenÃ¨ve,6.11764,46.237,Geneve,6.147520137,46.20334484,1	
SInt-FIERI-YSH-143-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Germany,Hamburg,10.0344,53.559,Hamburg,10.000654,53.550341,1	
SInt-FIERI-YSH-112-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Norway,Hedmark,11.2721,61.5285,Engerdal,11.94007417,61.97347215,1	
SInt-FIERI-YSH-139-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Germany,Hessen,8.95873,50.6098,Frankfurt,8.6820917,50.1106444,7	
SInt-FIERI-YSH-169-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,Norway,Hordaland,6.89657,60.1134,Bergen,5.321298356,60.39141396,1	
SInt-FIERI-YSH-111-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Denmark,Hovedstaden,12.3198,55.8486,Copenhagen,12.5700724,55.6867243,1	
SInt-FIERI-YSH-106-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Uganda,Kampala,32.6048,0.360019,Kampala,32.5813539,0.3177137,6	
SInt-FIERI-YSH-136-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Sudan,Khartoum,32.9823,15.7338,Khartoum,32.54065604,15.57790946,3	
SInt-FIERI-YSH-169-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,Italy,Lecce,18.2094,40.167,Lecce,18.17343563,40.35595681,1	
SInt-FIERI-YSH-122-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,UK,Leeds,-1.47788,53.8106,Leeds,-1.5437941,53.7974185,2	
SInt-FIERI-YSH-184-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Netherlands,Limburg,5.93161,51.2248,Roermond,5.9882649,51.1933903,1	
SInt-FIERI-YSH-155-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,UK,Liverpool,-2.9327,53.4312,Liverpool,-2.99168,53.4071991,1	
SInt-FIERI-YSH-151-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Eritrea,Maekel,38.9679,14.858,Segeneiti,39.19059278,15.06130713,2	
SInt-FIERI-YSH-156-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,USA,Massachusetts,-71.9993,42.3739,Boston,-71.0582912,42.3602534,2	
SInt-FIERI-YSH-111-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Italy,Milano,9.1154,45.442,Milan,9.1905,45.4668,4	
SInt-FIERI-YSH-151-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Kenya,Nairobi,36.9039,-1.29384,Nairobi,36.82606122,-1.30316895,1	
SInt-FIERI-YSH-119-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Netherlands,Noord-Holland,4.89736,52.5748,Amsterdam,4.8936041,52.3727598,1	
SInt-FIERI-YSH-109-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Germany,Nordrhein-Westfalen,7.65708,51.6146,Dortmund,7.4652789,51.5142273,1	
SInt-FIERI-YSH-171-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Sweden,Norrbotten,20.4529,66.837,Boden,21.666667,65.833333,2	
SInt-FIERI-YSH-135-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Canada,Ontario,-84.7943,50.5244,Ontario,-86.000977,50.000678,5	
SInt-FIERI-YSH-177-ITA,Italy,Roma,12.7308,41.965,Fonte Nuova,12.48317519,41.89861642,Eritrea,3,Northern Region,Norway,Oslo,10.6419,60.0237,Oslo,10.7389701,59.9133301,5	
SInt-FIERI-YSH-105-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,France,Paris,2.34347,48.8594,Paris,2.3514616,48.8566969,1	
SInt-FIERI-YSH-156-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Canada,QuÃ©bec,-73.7168,52.2593,Montreal,-73.6103642,45.4972159,1	
SInt-FIERI-YSH-152-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Norway,SÃ¸r-TrÃ¸ndelag,10.6956,62.9613,Trondhein,10.39428492,63.43059606,1	
SInt-FIERI-YSH-122-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Italy,Savona,8.28916,44.2864,Savona,8.252572737,44.2334238,1	
SInt-FIERI-YSH-178-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Eritrea,Semenawi Keyih Bahri,37.9175,16.6263,Ambese Geleba,38.31663081,15.89821823,2	
SInt-FIERI-YSH-132-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,UK,Sheffield,-1.57387,53.4087,Sheffield,-1.4702278,53.3806626,1	
SInt-FIERI-YSH-132-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Denmark,SjaÃ¦lland,11.7483,55.4417,Koge,12.18401864,55.45578939,1	
SInt-FIERI-YSH-121-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Switzerland,Solothurn,7.41999,47.4325,Olten,7.903034088,47.34992175,3	
SInt-FIERI-YSH-140-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Sweden,Stockholm,17.8652,59.3659,Stockholm,18.0710935,59.3251172,7	
SInt-FIERI-YSH-146-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Denmark,Syddanmark,9.1292,55.349,Odense,10.3923197,55.39820754,1	
SInt-FIERI-YSH-184-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Israel,Tel Aviv,34.8091,32.0966,Tel Aviv,34.7818064,32.0852997,3	
SInt-FIERI-YSH-183-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Switzerland,Ticino,8.79019,46.3604,Lugano,8.9520281,46.0050102,1	
SInt-FIERI-YSH-159-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Ethiopia,Tigray,38.2158,14.1003,Mai-Aini Camp,38.153946,13.654018,2	
SInt-FIERI-YSH-123-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Anseba,Italy,Udine,13.1961,46.0839,Udine,13.23694604,46.0656251,1	
SInt-FIERI-YSH-102-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,Sweden,Uppsala,17.7896,60.1522,Uppsala,17.64194864,59.86264335,1	
SInt-FIERI-YSH-126-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Sweden,VÃ¤rmland,13.0764,59.8068,Karlstad,13.5027631,59.3809146,1	
SInt-FIERI-YSH-145-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Northern Region,Sweden,VÃ¤stra GÃ¶taland,12.8371,58.2428,Lidkoping,13.1576427,58.5037196,1	
SInt-FIERI-YSH-167-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Maekel Region,USA,Washington,-120.361,47.4865,Seattle,-122.3372643,47.63053014,1	
SInt-FIERI-YSH-101-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,UK,Westminster,-0.161651,51.5115,London,-0.1276474,51.5073219,7	
SInt-FIERI-YSH-133-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Switzerland,ZÃ¼rich,8.6609,47.4297,Zurich,8.5410422,47.3744489,5	
SInt-FIERI-YSH-190-ITA,Italy,Roma,12.7308,41.965,Rome,12.48317519,41.89861642,Eritrea,3,Debub Region,Netherlands,Zuid-Holland,4.52252,52.0075,Rotterdam,4.4631786,51.9228934,4	
SInt-AAU-Mga-001-ET,Ethiopia,Tigray,38.2158,14.1003,Mekele,39.4693274,13.49817444,Eritrea,3,Maekel Region,Ethiopia,Addis Ababa,38.7815,8.966,Addis Ababa,38.7612525,9.0107934,3	
SInt-AAU-Awe-030-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,New Zealand,Auckland,174.597,-36.6334,Auckland,174.7582685,-36.85618562,1	
SInt-AAU-Awe-004-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,Germany,Bayern,11.3966,49.0056,Munich,11.5753822,48.1371079,4	
SInt-AAU-Awe-034-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,USA,District of Columbia,-77.0113,38.8922,Washington DC,-77.0365427,38.8950368,1	
SInt-AAU-Awe-029-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,USA,Hawaii,-157.999,21.4919,Hawai,-155.4268897,19.58726775,1	
SInt-AAU-Mkr-004-ET,Ethiopia,Tigray,38.2158,14.1003,Shire,38.28306186,14.10394365,Eritrea,3,Anseba,Sudan,Kassala,35.5979,15.6265,Kassela,36.40210157,15.45812244,1	
SInt-AAU-Awe-003-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Southern Region,USA,Nevada,-117.02,39.4299,Las Vegas,-115.148516,36.1672559,1	
SInt-AAU-Asm-002-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,Netherlands,Noord-Holland,4.89736,52.5748,Amsterdam,4.8936041,52.3727598,2	
SInt-AAU-Awe-001-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Maekel Region,USA,North Carolina,-78.866,35.6152,Desmond,-80.4364445,36.0684705,2	
SInt-AAU-Mkr-004-ET,Ethiopia,Tigray,38.2158,14.1003,Shire,38.28306186,14.10394365,Eritrea,3,Anseba,Eritrea,Semenawi Keyih Bahri,37.9175,16.6263,Keren,38.453606,15.780477,1	
SInt-AAU-Awe-001-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Maekel Region,Australia,South Australia,135.783,-29.6504,Adelaide,138.5973211,-34.92294726,1	
SInt-AAU-Awe-020-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,Sweden,Stockholm,17.8652,59.3659,Stockholm,18.0710935,59.3251172,1	
SInt-AAU-Tes-001-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,Israel,Tel Aviv,34.8091,32.0966,Tel Aviv,34.7818064,32.0852997,3	
SInt-AAU-Mkr-004-ET,Ethiopia,Tigray,38.2158,14.1003,Shire,38.28306186,14.10394365,Eritrea,3,Anseba,Ethiopia,Tigray,38.2158,14.1003,Shire,38.28294574,14.0998916,1	
SInt-AAU-Awe-001-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Maekel Region,Australia,Victoria,144.75,-37.0082,Melbourne,144.9631608,-37.8142176,1	
SInt-AAU-Asm-005-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,UK,Westminster,-0.161651,51.5115,London,-0.1276474,51.5073219,1	
SInt-AAU-Awe-001-ET,Ethiopia,Tigray,38.2158,14.1003,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Maekel Region,Switzerland,ZÃ¼rich,8.6609,47.4297,Zurich,8.5410422,47.3744489,1	
SInt-FIERI-GG-019-ITA,Italy,Turin,7.47211,45.1609,Torino,7.684475733,45.07385256,Eritrea,3,Asmara,Italy,Roma,12.7308,41.965,Rome,12.4829321,41.8933203,1	
SInt-FIERI-YSH-127-ITA,Italy,Udine,13.1961,46.0839,Udine,13.2359222,46.0626085,Eritrea,3,Debub Region,Ethiopia,Addis Ababa,38.7815,8.966,Addis Ababa,38.7612525,9.0107934,1	
SInt-FIERI-YSH-127-ITA,Italy,Udine,13.1961,46.0839,Udine,13.2359222,46.0626085,Eritrea,3,Debub Region,Switzerland,ZÃ¼rich,8.6609,47.4297,Zurich,8.5410422,47.3744489,1	
